Name,Lattitude,Longitude,Address,Phone number,Website,Dish Name,Dish description,Price,Starter,Main,Dessert,Drink,Vegetarian,Vegan,Gluten Free,
Naked For Satan,-37.798765,144.978198,"285 Brunswick St, Fitzroy VIC 3065, Australia",(03) 9416 2238,http://www.nakedforsatan.com.au/,Garnacha ,"EVODIA SAN ALEJANDRO 2014, CALATAYUD, SPAIN ",,,,,TRUE,,,,
Naked For Satan,-37.798765,144.978198,"285 Brunswick St, Fitzroy VIC 3065, Australia",(03) 9416 2238,http://www.nakedforsatan.com.au/,Grenache Syrah ,"CHAPOUTIER BELLERUCHE 2014, COTES DU RHONE, FRANCE ",,,,,TRUE,,,,
Attica,-37.8770094,144.9973091,"74 Glen Eira Rd, Ripponlea VIC 3185, Australia",(03) 9530 0111,http://www.attica.com.au/#!home,Onion And Dessert Lime,,,,,,,TRUE,,,
Attica,-37.8770094,144.9973091,"74 Glen Eira Rd, Ripponlea VIC 3185, Australia",(03) 9530 0111,http://www.attica.com.au/#!home,"All Parts Of The Pumpkin",,,,TRUE,,,,,,
Attica,-37.8770094,144.9973091,"74 Glen Eira Rd, Ripponlea VIC 3185, Australia",(03) 9530 0111,http://www.attica.com.au/#!home,Vegemite Pie,,,,,,,TRUE,,,
Attica,-37.8770094,144.9973091,"74 Glen Eira Rd, Ripponlea VIC 3185, Australia",(03) 9530 0111,http://www.attica.com.au/#!home,01 Barranco Oscuro Brut Nature (Vigiriega),"Granada, Andalucía",$165,,TRUE,,,,,,
Attica,-37.8770094,144.9973091,"74 Glen Eira Rd, Ripponlea VIC 3185, Australia",(03) 9530 0111,http://www.attica.com.au/#!home,08 Mac Forbes Miss Moss (Chardonnay) ,"Strathbogie Ranges, VIC ",$145,,TRUE,,,,,,
Punch Lane,-37.8108555,144.9713535,"43 Little Bourke St, Melbourne VIC 3000, Australia",(03) 9639 4944,http://punchlane.com.au/,"Rabbit, Pistachio And Cranberry Terrine, Pickled Heirloom Carrots, Pistachio Cream ",,$23,TRUE,,,,,,,
Punch Lane,-37.8108555,144.9713535,"43 Little Bourke St, Melbourne VIC 3000, Australia",(03) 9639 4944,http://punchlane.com.au/,"Twice Baked Gruyère Soufflé, Roast Cauliflower Salad, Truffled Pecorino",,$33,,TRUE,,,,,,
Punch Lane,-37.8108555,144.9713535,"43 Little Bourke St, Melbourne VIC 3000, Australia",(03) 9639 4944,http://punchlane.com.au/,Toast With Honey And Jam," Sourdough & honey ice cream, caramelised fig and white chocolate ",$15,,,TRUE,,,,,
Punch Lane,-37.8108555,144.9713535,"43 Little Bourke St, Melbourne VIC 3000, Australia",(03) 9639 4944,http://punchlane.com.au/,Occelli Foglie Di Castagno,"Traditional seasonal cheese, wrapped in chestnut leaves with a strong and exceptional flavour","$19 PER 50G OR $9.5 PER 25G",,TRUE,,,,,,
Punch Lane,-37.8108555,144.9713535,"43 Little Bourke St, Melbourne VIC 3000, Australia",(03) 9639 4944,http://punchlane.com.au/,"Bleasdale, Sparkling Shiraz",Langhorne Creek SA,$52,,,,TRUE,,,,
Eau De Vie,-37.8158003,144.9715874,"1 Malthouse Ln, Melbourne VIC 3000, Australia",0412 825 441,http://eaudevie.com.au/,Chocolate Cake ,,$13,,,TRUE,,,,,
Eau De Vie,-37.8158003,144.9715874,"1 Malthouse Ln, Melbourne VIC 3000, Australia",0412 825 441,http://eaudevie.com.au/,Coffin Bay Pacific Oysters,"choose between natural or house
dressed",$4.50,,TRUE,,,,,,
Eau De Vie,-37.8158003,144.9715874,"1 Malthouse Ln, Melbourne VIC 3000, Australia",412 825 441,http://eaudevie.com.au/,Paletilla Iberico De Bellota,"50g serve with crusty bread &
red-eye mustard",$27,,TRUE,,,,,,
Eau De Vie,-37.8158003,144.9715874,"1 Malthouse Ln, Melbourne VIC 3000, Australia",412 825 441,http://eaudevie.com.au/,Rose,"2015 Bieler Pere & Fils, Rosé blend, Brignoles, FRA",Glass $18 Bottle 85,,,,TRUE,,,,
Eau De Vie,-37.8158003,144.9715874,"1 Malthouse Ln, Melbourne VIC 3000, Australia",412 825 441,http://eaudevie.com.au/,Bottled Beer & Cider,"Napoleone, Lager, Yarra Valley, AUS",$12:Bottle),,,,TRUE,,,,
Matteo's Restaurant,-37.791082,144.9795782,"533 Brunswick St, Fitzroy North VIC 3068, Australi",(03) 9481 1177,https://www.matteos.com.au/,Oyster,shot with mirin & sake,$4 each,,TRUE,,,,,,
Matteo's Restaurant,-37.791082,144.9795782,"533 Brunswick St, Fitzroy North VIC 3068, Australi",(03) 9481 1177,https://www.matteos.com.au/, Zucchini Flower,Tempura zucchini flower with goats’ cheese –,"$6 each",,TRUE,,,,,,
Matteo's Restaurant,-37.791082,144.9795782,"533 Brunswick St, Fitzroy North VIC 3068, Australi",(03) 9481 1177,https://www.matteos.com.au/,Coffee/Tea,,$5,,,,TRUE,,,,
Matteo's Restaurant,-37.791082,144.9795782,"533 Brunswick St, Fitzroy North VIC 3068, Australi",(03) 9481 1177,https://www.matteos.com.au/,Tempura Zucchini Flower,"zucchini flower with goats’ milk feta, tandoori-spiced beetroot, goats’ milk yoghurt, toasted nuts, seeds & grains.",$110 per person food only,,,,,TRUE,,,
Matteo's Restaurant,-37.791082,144.9795782,"533 Brunswick St, Fitzroy North VIC 3068, Australi",(03) 9481 1177,https://www.matteos.com.au/,Strawberries,"Strawberries macerated in elderflower juice,
strawberry sorbet, fairy floss",$110 per person food only,,,,,TRUE,,,
Dandenong Pavilion,-37.9820113,145.2103383,"55-61 Princes Hwy, Dandenong VIC 3175, Australia",(03) 9793 2133,http://www.dpav.com.au/,Nutella Waffles,"waffles,Nutella parfait,strawberries,hot fudge and hazelnuts",$15.90,,TRUE,,,,,,
Dandenong Pavilion,-37.9820113,145.2103383,"55-61 Princes Hwy, Dandenong VIC 3175, Australia",(03) 9793 2133,http://www.dpav.com.au/,Calamari,"Calamari dusted in lemon pepper flour on a bed of wild rocket leaves, served with chips & tartare sauce",$29.50,,TRUE,,,,,,
Dandenong Pavilion,-37.9820113,145.2103383,"55-61 Princes Hwy, Dandenong VIC 3175, Australia",(03) 9793 2133,http://www.dpav.com.au/,Pav Fried Chicken,"Tender pieces of chicken coated in herbs & spices, served with a truffle mayonnaise",$17.90,TRUE,,,,,,,
Dandenong Pavilion,-37.9820113,145.2103383,"55-61 Princes Hwy, Dandenong VIC 3175, Australia",(03) 9793 2133,http://www.dpav.com.au/,"Chinotto, Rossa",,$4.60,,,,TRUE,,,,
Dandenong Pavilion,-37.9820113,145.2103383,"55-61 Princes Hwy, Dandenong VIC 3175, Australia",(03) 9793 2133,http://www.dpav.com.au/,Strawberry Shortcake,"Vanilla panacotta, strawberry jelly, milk ice-cream",$14.50,,,TRUE,,,,,
Claypots Seafood Bar,-37.869917,144.980382,"213 Barkly St, St Kilda VIC 3182, Australia",(03) 9534 1282,http://claypots.com.au/,,,,,,,,,,,
Railway Club Hotel Port Melbourne,-37.8337664,144.9443284,"107 Raglan St, Port Melbourne VIC 3207, Australia",(03) 9645 1661,http://www.railwayclubhotel.com.au/,Marinated South Australian Mixed Olives ,"Fresh baguette, balsamic and olive oil",$6.00,TRUE,,,,,,,
Railway Club Hotel Port Melbourne,-37.8337664,144.9443284,"107 Raglan St, Port Melbourne VIC 3207, Australia",(03) 9645 1661,http://www.railwayclubhotel.com.au/,850Gm Cape Grim Rib Eye “Sliced To Share” (Serves 2),"Served with crispy fried onion rings, medley of roasted mushrooms,
 a warm heirloom carrot, baby beet, cumin and parsley salad and red wine jus ",$98.00,,TRUE,,,,,,
Railway Club Hotel Port Melbourne,-37.8337664,144.9443284,"107 Raglan St, Port Melbourne VIC 3207, Australia",(03) 9645 1661,http://www.railwayclubhotel.com.au/,Chocolate Fondant ,Salted caramel and kahlua and coffee ice cream,$14.50,,,TRUE,,,,,
Railway Club Hotel Port Melbourne,-37.8337664,144.9443284,"107 Raglan St, Port Melbourne VIC 3207, Australia",(03) 9645 1661,http://www.railwayclubhotel.com.au/,Australian Bottled Beer,Cascade Premium Light ,$5.50,,,,TRUE,,,,
Railway Club Hotel Port Melbourne,-37.8337664,144.9443284,"107 Raglan St, Port Melbourne VIC 3207, Australia",(03) 9645 1661,http://www.railwayclubhotel.com.au/,Rack Of Lamb,"4 point grilled lamb rack, Baba Ghanoush, saffron and pistachio cous cous
and a pomegranate and feta salad",$38.00,,TRUE,,,,,,
Mixed Business,-37.785464,144.994396,"486 Queens Parade, Clifton Hill VIC 3068, Australi",(03) 9486 1606,http://www.mixedbusinesscafe.com/,"Black Rice, Pumpkin + Charred Broccolini Salad","KALE, PICKLED BEETROOT, SEEDS, MEREDITH CHEVRE, POLENTA CRUMB ",$16,,,,,,TRUE,TRUE,
Mixed Business,-37.785464,144.994396,"486 Queens Parade, Clifton Hill VIC 3068, Australi",(03) 9486 1606,http://www.mixedbusinesscafe.com/,Slow Roast Beef + Poached Eggs On Toasted Corn Tortillas,"SMOKY ROAST PEPPERS, GREEN SAUCE, CUMIN SALT ",$18,,,,,,,TRUE,
Mixed Business,-37.785464,144.994396,"486 Queens Parade, Clifton Hill VIC 3068, Australi",(03) 9486 1606,http://www.mixedbusinesscafe.com/,Ploughmans Breakfast," PORK BELLY RILLETTE, BOILED EGG, VINTAGE CHEDDAR,
TOMATO, PICKLE, TOAST",17,,,,,TRUE,,,
Mixed Business,-37.785464,144.994396,"486 Queens Parade, Clifton Hill VIC 3068, Australi",(03) 9486 1606,http://www.mixedbusinesscafe.com/,Cold B Y Mixed Business,FRESH OJ,$4.90,,,,TRUE,,,,
Mixed Business,-37.785464,144.994396,"486 Queens Parade, Clifton Hill VIC 3068, Australi",(03) 9486 1606,http://www.mixedbusinesscafe.com/,Chocolate B Y Mork,HOT CHOCOLATE,$4.90,,,,TRUE,,TRUE,TRUE,
Huff Bagelry,-37.8881751,145.0574203,"112 Koornang Rd, Carnegie VIC 3163, Australia",(03) 9568 3866,http://www.huffbagelry.com/, Onion & Poppy,,$2,,,,,,,TRUE,
Huff Bagelry,-37.8881751,145.0574203,"112 Koornang Rd, Carnegie VIC 3163, Australia",(03) 9568 3866,http://www.huffbagelry.com/,Scrambled Free-Range Eggs,,$9.50,,TRUE,,,,,,
Huff Bagelry,-37.8881751,145.0574203,"112 Koornang Rd, Carnegie VIC 3163, Australia",(03) 9568 3866,http://www.huffbagelry.com/, “Classic”,cream cheese & jam,$6,,TRUE,,,,,,
Huff Bagelry,-37.8881751,145.0574203,"112 Koornang Rd, Carnegie VIC 3163, Australia",(03) 9568 3866,http://www.huffbagelry.com/,Tuna Melt W/ Tomato Relish ,,$11,,TRUE,,,,,,
Huff Bagelry,-37.8881751,145.0574203,"112 Koornang Rd, Carnegie VIC 3163, Australia",(03) 9568 3866,http://www.huffbagelry.com/,Chopped Egg & Bacon,Bacon ang egg,$9,,TRUE,,,,,,
Hinoki Japanese Pantry,-37.8005534,144.9837138,"279 Smith St, Fitzroy VIC 3065, Australia",(03) 9417 4531,http://hinoki.com.au/,,,,,,,,,,,
La Luna Bistro,-37.7910587,144.9717898,"320 Rathdowne St, Carlton North VIC 3054, Australi",(03) 9349 4888,http://www.lalunabistro.com.au/,Fresh Fish Of The Day. ,,$48.50,,TRUE,,,,,,
La Luna Bistro,-37.7910587,144.9717898,"320 Rathdowne St, Carlton North VIC 3054, Australi",(03) 9349 4888,http://www.lalunabistro.com.au/,"Freshly Shucked Oysters, Balsamic Vinaigrette",,$4.0 each,TRUE,,,,,,,
La Luna Bistro,-37.7910587,144.9717898,"320 Rathdowne St, Carlton North VIC 3054, Australi",(03) 9349 4888,http://www.lalunabistro.com.au/,Vanilla Bean Crème Brulèe,,$18,,,TRUE,,,,,
La Luna Bistro,-37.7910587,144.9717898,"320 Rathdowne St, Carlton North VIC 3054, Australi",(03) 9349 4888,http://www.lalunabistro.com.au/,Bubbles ,"Furlan Prosecco. Veneto, Italy","60(170ML) 12(150ML)",,,,TRUE,,,,
La Luna Bistro,-37.7910587,144.9717898,"320 Rathdowne St, Carlton North VIC 3054, Australi",(03) 9349 4888,http://www.lalunabistro.com.au/,"Nduja Croquettes, Bacon Mayonnaise",,$22.50,,TRUE,,,,,,
Sezar,-37.813483,144.968884,"6 Melbourne Pl, Melbourne VIC 3000, Australia",(03) 9663 9882,http://sezar.com.au/,Hommus (Small),"chickpeas, brown butter & lavash",$9,,,,,,,,
Sezar,-37.813483,144.968884,"6 Melbourne Pl, Melbourne VIC 3000, Australia",(03) 9663 9882,http://sezar.com.au/,Oysters, compressed apple & anise (2),,,,,,,,,
Sezar,-37.813483,144.968884,"6 Melbourne Pl, Melbourne VIC 3000, Australia",(03) 9663 9882,http://sezar.com.au/,Dessert Tasting Plate,,$40,,,TRUE,,,,,
Sezar,-37.813483,144.968884,"6 Melbourne Pl, Melbourne VIC 3000, Australia",(03) 9663 9882,http://sezar.com.au/,Rose,"2015 Chalmers / Aglianico, Sagrantino / Heathcote / VIC",$50,,,,TRUE,,,,
Sezar,-37.813483,144.968884,"6 Melbourne Pl, Melbourne VIC 3000, Australia",(03) 9663 9882,http://sezar.com.au/,Gin,Tanqueray Gin / United Kingdom,,,,,TRUE,,,,
The Proud Peacock,-37.8909747,145.1442688,"71 Centre Way, Mount Waverley VIC 3149, Australia",(03) 9803 8862,http://www.theproudpeacockrestaurant.com/,Steamed Prawn Dumplings,,(8 pc)  $10,TRUE,,,,,,,
The Proud Peacock,-37.8909747,145.1442688,"71 Centre Way, Mount Waverley VIC 3149, Australia",(03) 9803 8862,http://www.theproudpeacockrestaurant.com/,Chicken & Mushroom,,$6,TRUE,,,,,,,
The Proud Peacock,-37.8909747,145.1442688,"71 Centre Way, Mount Waverley VIC 3149, Australia",(03) 9803 8862,http://www.theproudpeacockrestaurant.com/,Sliced Beef & Chicken,,$11,,TRUE,,,,,,
The Proud Peacock,-37.8909747,145.1442688,"71 Centre Way, Mount Waverley VIC 3149, Australia",(03) 9803 8862,http://www.theproudpeacockrestaurant.com/,Ombination Stir-Steamed Rice,,$11,,TRUE,,,,,,
The Proud Peacock,-37.8909747,145.1442688,"71 Centre Way, Mount Waverley VIC 3149, Australia",(03) 9803 8862,http://www.theproudpeacockrestaurant.com/,Salt & Pepper Tofu Seasoned With Herbs & Spices Lightly Battered,,$15,,,,,TRUE,,,
Patricia Coffee Brewers,-37.814695,144.95824,"Little Bourke St & Little William St, Melbourne VI",,http://www.patriciacoffee.com.au/,, Menu in photo format,,,,,,,,,
Lentil As Anything,-37.802608,145.00344,"1/3 St Heliers St, Abbotsford VIC 3067, Australia",(03) 9419 6444,http://lentilasanything.com/,Traditional Sri Lankan Dosa, filled with masala potato topped with coconut sambal and fresh greens,,,,,,,TRUE,TRUE,
Lentil As Anything,-37.802608,145.00344,"1/3 St Heliers St, Abbotsford VIC 3067, Australia",(03) 9419 6444,http://lentilasanything.com/,Turmeric & Banana Pancakes,"Fluffy stack of turmeric pancakes topped with a homemade caramel syrup, seasonal stewed fruits & cashew cream.",,,,,,,TRUE,,
Lentil As Anything,-37.802608,145.00344,"1/3 St Heliers St, Abbotsford VIC 3067, Australia",(03) 9419 6444,http://lentilasanything.com/,Sweet Pea Risotto,Find your inner peas with our roast pumpkin and sweet peace Risotto in a creamy basil sauce topped with Almesan,,,TRUE,,,,TRUE,TRUE,
Lentil As Anything,-37.802608,145.00344,"1/3 St Heliers St, Abbotsford VIC 3067, Australia",(03) 9419 6444,http://lentilasanything.com/,Selection Of Puddings And Cakes – Refer To Specials Board,,,,,TRUE,,,,,
Lentil As Anything,-37.802608,145.00344,"1/3 St Heliers St, Abbotsford VIC 3067, Australia",(03) 9419 6444,http://lentilasanything.com/,Vegetable Wrap,"Grilled, baked some vegetable seasoning with our wonderful spice & mix with green salad and garlic aioli",,,,,,,TRUE,,
Ziggy's Eatery,-37.8689893,144.9932084,"195 Carlisle St, Balaclava VIC 3183, Australia",(03) 9531 4071,http://ziggyseatery.com.au/,Textan Giant,"250g beef burger,cheese tomato,pickles,grilled onion,lettuce,aioli&ziggys sause.",$14.90,,TRUE,,,,,,S
Ziggy's Eatery,-37.8689893,144.9932084,"195 Carlisle St, Balaclava VIC 3183, Australia",(03) 9531 4071,http://ziggyseatery.com.au/,Texan Junior,"Beeef,tomato,pickles,onion,lettuce,aioli & ziggy sause",$12.90,,TRUE,,,,,,
Ziggy's Eatery,-37.8689893,144.9932084,"195 Carlisle St, Balaclava VIC 3183, Australia",(03) 9531 4071,http://ziggyseatery.com.au/,Recovery,"Beef,cheese,bacon,Tomato,Grilled.Onion,Lettuce,aioli$Ziggy sauce",$17.90,,TRUE,,,,,,
Ziggy's Eatery,-37.8689893,144.9932084,"195 Carlisle St, Balaclava VIC 3183, Australia",(03) 9531 4071,http://ziggyseatery.com.au/,Cheese,"150g Beef Burger, Fried Jalapenos, Chipotle Chilli Sauce, Cheese, Tomato, Grilled Onion, Lettuce & Aioli",$13.90,,TRUE,,,,,,
Ziggy's Eatery,-37.8689893,144.9932084,"195 Carlisle St, Balaclava VIC 3183, Australia",(03) 9531 4071,http://ziggyseatery.com.au/,Spanky,"150g Beef Burger, Pickles, Cheese, Tomato, Grilled Onion, Lettuce & Spanky Mustard Sauce",$12.90,,TRUE,,,,,,
Suzuran,-37.821673,145.0582868,"1025-1027 Burke Road, Camberwell VIC 3141, Austral",(03) 9882 2349,http://suzuran.com.au/contents/grocery,Nigiri Vegetarian,,$17.50,,,,,TRUE,,,
Suzuran,-37.821673,145.0582868,"1025-1027 Burke Road, Camberwell VIC 3141, Austral",(03) 9882 2349,http://suzuran.com.au/contents/grocery,Shinko Maki,,$9.50,,,,,TRUE,,,
Suzuran,-37.821673,145.0582868,"1025-1027 Burke Road, Camberwell VIC 3141, Austral",(03) 9882 2349,http://suzuran.com.au/contents/grocery,Fred The Deaf,"free range chicken minced w/ baharat & garlic, roquette,
green olives, tahini yoghurt, sumac",$21.00,,,,,TRUE,,,
The Moor's Head,-37.7546776,145.0017061,"2/774 High St, Thornbury VIC 3071, Australia",(03) 9484 0173,http://www.themoorshead.com/,Beiruti,"za’atar, fresh roquette, mint, tomato, olives,
soused onion, labne, sumac",$19,,,,,TRUE,,,
The Moor's Head,-37.7546776,145.0017061,"2/774 High St, Thornbury VIC 3071, Australia",(03) 9484 0173,http://www.themoorshead.com/,Capi ,"Ginger Beer, Lemon, Blood Orange, Sparkling Mineral Water",$4.50,,,,TRUE,,,,
The Moor's Head,-37.7546776,145.0017061,"2/774 High St, Thornbury VIC 3071, Australia",(03) 9484 0173,http://www.themoorshead.com/,Turkish Delight,"Gioco Ice Cream 5 (per scoop)",$7,,,TRUE,,,,,
The Moor's Head,-37.7546776,145.0017061,"2/774 High St, Thornbury VIC 3071, Australia",(03) 9484 0173,http://www.themoorshead.com/,Fred The Deaf,,$21,,TRUE,,,,,,
The Moor's Head,-37.7546776,145.0017061,"2/774 High St, Thornbury VIC 3071, Australia",(03) 9484 0173,http://www.themoorshead.com/,Lamb Kofta Skewer W/ Labne & Sumac ,,5.5 (each),TRUE,,,,,,,
Jock's Ice Cream,-37.844476,144.951432,"83 Victoria Ave, Albert Park VIC 3206, Australia",(03) 9686 3838,http://www.jocksicecream.com.au/,"Sticky Date Biscuits With Caramel Ice Cream, Nuggets Of Golden Goodness!!!",,,,,TRUE,,,,,
Jock's Ice Cream,-37.844476,144.951432,"83 Victoria Ave, Albert Park VIC 3206, Australia",(03) 9686 3838,http://www.jocksicecream.com.au/,Sweet Pic By One Of Our Many Talented Shop Ladies @Bellskt For Our Website ,,,,,TRUE,,,,,
Jock's Ice Cream,-37.844476,144.951432,"83 Victoria Ave, Albert Park VIC 3206, Australia",(03) 9686 3838,http://www.jocksicecream.com.au/,Sunny Sunday @ Jocks,,,,,TRUE,,,,,
Jock's Ice Cream,-37.844476,144.951432,"83 Victoria Ave, Albert Park VIC 3206, Australia",(03) 9686 3838,http://www.jocksicecream.com.au/,Mid-Week Winter Treat,,,,,TRUE,,,,,
Jock's Ice Cream,-37.844476,144.951432,"83 Victoria Ave, Albert Park VIC 3206, Australia",(03) 9686 3838,http://www.jocksicecream.com.au/,"A Layered Cake Of Hazelnut, Baci & Chocolate Ice Cream. Shown Here With Hazelnut Praline Crumbled On Top.",,,,,TRUE,,,,,
Addict Food & Coffee,-37.7989666,144.9832265,"240 Johnston St, Fitzroy VIC 3065, Australia",(03) 9415 6420,http://www.addictfoodandcoffee.com.au/,"Pepe-Saya Butter & House Made Jams Or Vegemite On
Crumpets/Sourdough/Multigrain,Fruit Bread",,$10,,,,,,,TRUE,
Addict Food & Coffee,-37.7989666,144.9832265,"240 Johnston St, Fitzroy VIC 3065, Australia",(03) 9415 6420,http://www.addictfoodandcoffee.com.au/,"Free Range Eggs On Toast / Poached, Fried Or
Scrambled ",,$9.50,,,,,TRUE,,,
Addict Food & Coffee,-37.7989666,144.9832265,"240 Johnston St, Fitzroy VIC 3065, Australia",(03) 9415 6420,http://www.addictfoodandcoffee.com.au/,Granola,"coconut yoghurt, orange,
strawberries, blueberries, apricot, nuts, oats, seeds,
goji, puffed buckwheat and your choice of milk ",$13.50,,,,,,TRUE,,
Addict Food & Coffee,-37.7989666,144.9832265,"240 Johnston St, Fitzroy VIC 3065, Australia",(03) 9415 6420,http://www.addictfoodandcoffee.com.au/,Corn Fritters,"Kasundi, haloumi, poached eggs, tomato
salsa & coriander",$18.50,,,,,,TRUE,,
Addict Food & Coffee,-37.7989666,144.9832265,"240 Johnston St, Fitzroy VIC 3065, Australia",(03) 9415 6420,http://www.addictfoodandcoffee.com.au/,Remedy Kombucha ,Original/Ginger&Lemon/Apple Crisp/Hibiscus Kiss,$6,,,,TRUE,,,,
Yong Green Food,-37.794449,144.97901,"421 Brunswick St, Fitzroy VIC 3065, Australia",(03) 9417 3338,http://yonggreenfood.com.au/,Yin And Yang Charger,"(braised root, blanched greens, steamed fruited vegetables",$22,,TRUE,,,,TRUE,TRUE,
Yong Green Food,-37.794449,144.97901,"421 Brunswick St, Fitzroy VIC 3065, Australia",(03) 9417 3338,http://yonggreenfood.com.au/,Nachos,"Chia chips served with cashew cream, guacamole and tomato sauce.",$17,,,,,,TRUE,,
Yong Green Food,-37.794449,144.97901,"421 Brunswick St, Fitzroy VIC 3065, Australia",(03) 9417 3338,http://yonggreenfood.com.au/,Hawaiian Live Pizza,"Organic macadamia-nut bread topped with raw tomato sauce, avocado, pineapple, olives, alfalfa sprout, cherry tomato and cashew cream.",$17,,,,,,TRUE,TRUE,
Yong Green Food,-37.794449,144.97901,"421 Brunswick St, Fitzroy VIC 3065, Australia",(03) 9417 3338,http://yonggreenfood.com.au/,Chocolate Cheesecake,"Raw cacao, cashew, coconut oil, agave, almonds, sunflower seeds, sultanas, dates, coconut.",$9,,,TRUE,,,,,
Yong Green Food,-37.794449,144.97901,"421 Brunswick St, Fitzroy VIC 3065, Australia",(03) 9417 3338,http://yonggreenfood.com.au/,Green Energy,"green leaves, carrot, apple, orange",$10,,,,TRUE,,,,
Hercules Morse Kitchen + Bar,-37.8332105,144.9610645,"283 Clarendon St, South Melbourne VIC 3205, Austra",(03) 9690 9402,http://www.herculesmorse.com.au/,Freshly Shucked Oysters Of The Day,NATURAL,$3.50,,TRUE,,,,,,
Hercules Morse Kitchen + Bar,-37.8332105,144.9610645,"283 Clarendon St, South Melbourne VIC 3205, Austra",(03) 9690 9402,http://www.herculesmorse.com.au/,Cheesy Puds ,– PIPED W/PROSCIUTTO GOATS CHEESE +BLACK OLIVE GOATS CHEESE,$7.00,,TRUE,,,,,,
Hercules Morse Kitchen + Bar,-37.8332105,144.9610645,"283 Clarendon St, South Melbourne VIC 3205, Austra",(03) 9690 9402,http://www.herculesmorse.com.au/,Bacorn ,"STRIPS OF FRIED SWEET CORN,DUSTED IN SMOKEY BACON SALT",$8.00,,TRUE,,,,,,
Hercules Morse Kitchen + Bar,-37.8332105,144.9610645,"283 Clarendon St, South Melbourne VIC 3205, Austra",(03) 9690 9402,http://www.herculesmorse.com.au/,Affogato ,-ESPRESSOW/LIQUEUR OF CHOICE +ICECREAM 6.5+LIQUEUR ,,,,TRUE,,,,,
Hercules Morse Kitchen + Bar,-37.8332105,144.9610645,"283 Clarendon St, South Melbourne VIC 3205, Austra",(03) 9690 9402,http://www.herculesmorse.com.au/,Frogmore Iced Riesling,"COAL RIVER VALLEY,TAS ",,,,TRUE,,,,,
The General Food Store,-37.9284097,145.4449638,"377 Belgrave-Gembrook Rd, Emerald VIC 3782, Austra",(03) 5968 3580,http://www.thegeneralfoodstore.com.au/,Arabesque,"Poached eggs, grilled halloumi, beetroot relish, hazelnut
dukkah, baby spinach, toasted sourdough",$18.50,,,,,TRUE,,TRUE,
The General Food Store,-37.9284097,145.4449638,"377 Belgrave-Gembrook Rd, Emerald VIC 3782, Austra",(03) 5968 3580,http://www.thegeneralfoodstore.com.au/,The King,"Belgian waffles, burnt butter candied chestnuts, bacon bits,
whisky preserved apple, maple mascarpone",$17.50,,,,,,,TRUE,
The General Food Store,-37.9284097,145.4449638,"377 Belgrave-Gembrook Rd, Emerald VIC 3782, Austra",(03) 5968 3580,http://www.thegeneralfoodstore.com.au/,Chocolate Milk,house-made chocolate syrup and milk ,$3.50,,,,TRUE,,,,
The General Food Store,-37.9284097,145.4449638,"377 Belgrave-Gembrook Rd, Emerald VIC 3782, Austra",(03) 5968 3580,http://www.thegeneralfoodstore.com.au/,Humpty Dumpty,Dippy egg with soldiers ,$7,,,,,TRUE,,,
The General Food Store,-37.9284097,145.4449638,"377 Belgrave-Gembrook Rd, Emerald VIC 3782, Austra",(03) 5968 3580,http://www.thegeneralfoodstore.com.au/,Eggs Your Way ,poached/fried/scrambled,$6,,TRUE,,,,,,
Sumalee,-37.917818,145.031061,"264 Centre Rd, Bentleigh VIC 3204, Australia",(03) 9557 1635,http://sumaleecafe.wixsite.com/sumalee,Chicken Cashew Nut,"Chicken stir-fry w. homemade sauce, seasonal veg
and cashew nut",$19.90,,TRUE,,,,,,
Sumalee,-37.917818,145.031061,"264 Centre Rd, Bentleigh VIC 3204, Australia",(03) 9557 1635,http://sumaleecafe.wixsite.com/sumalee,Beef Graprow,"Beef stir-fry w. fresh garlic and chili, seasonal veg,
and Thai sweet basil",$19.90,,TRUE,,,,,,
Sumalee,-37.917818,145.031061,"264 Centre Rd, Bentleigh VIC 3204, Australia",(03) 9557 1635,http://sumaleecafe.wixsite.com/sumalee,Pad Thai,"Thai wok-fried rice noodles with chicken breast, eggs, tofu,
peanut, bean sprout, seasonal veg and Tamarind
reduction",$18.90,,,,,TRUE,,,
Sumalee,-37.917818,145.031061,"264 Centre Rd, Bentleigh VIC 3204, Australia",(03) 9557 1635,http://sumaleecafe.wixsite.com/sumalee,Espresso Panna Cotta,"Silky smooth creamy panna cotta infused with espresso shot
 w. berry coulis, buttery waffle, lychee, and pistachio dukkah nuts",$9.90,,,TRUE,,,,,
Sumalee,-37.917818,145.031061,"264 Centre Rd, Bentleigh VIC 3204, Australia",(03) 9557 1635,http://sumaleecafe.wixsite.com/sumalee,Waffles,"Warm Belgian waffle served w. spiced poached
pear, vanilla mascarpone, and maple syrup nuts",$9.90,,,TRUE,,,,,
Tipo 00,-37.8135378,144.9619798,"361 Little Bourke St, Melbourne VIC 3000, Australi",(03) 9942 3946,https://www.tipo00.com.au/,Burrata,"burrata cheese, heirloom tomato & basil",$16.00,TRUE,,,,,,,
Tipo 01,-37.8135378,144.9619798,"361 Little Bourke St, Melbourne VIC 3000, Australi",(03) 9942 3946,https://www.tipo00.com.au/,Carciofi ,"globe artichoke, parsnip & pangrattato	",$17.00,TRUE,,,,,,,
